focus_area,cluster,umap_x,umap_y,specialty
glycogen storage disease type 1b,12,3.0847163,1.7403109,Immunology & Hematology
spinocerebellar ataxia autosomal recessive 3,17,1.1732064,3.9352553,Neurology & Genetic Disorders
desmoplastic infantile ganglioglioma,12,2.8300772,1.3214655,Immunology & Hematology
camurati-engelmann disease,7,2.0149846,1.3812032,Genetic & Rare Diseases
familial pemphigus vulgaris,12,1.2250417,2.191988,Immunology & Hematology
chromosome 19p deletion,7,0.7572783,3.861661,Genetic & Rare Diseases
spinocerebellar ataxia 2,0,4.186886,-0.16013916,Genetic & Rare Diseases
16q24.3 microdeletion syndrome,5,4.6250687,3.0337818,Nephrology & Rheumatology
"ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis",0,2.835455,3.432508,Genetic & Rare Diseases
beta ketothiolase deficiency,12,5.3093953,1.694207,Immunology & Hematology
reticuloendotheliosis,11,3.2930384,1.0824339,Neurology & Movement Disorders
phacomatosis pigmentovascularis,8,4.9643416,0.05183568,General Medicine & Common Conditions
mucoepidermoid carcinoma,17,0.25235286,1.6547577,Neurology & Genetic Disorders
cerulean cataract,12,1.9156115,1.7013322,Immunology & Hematology
fryns hofkens fabry syndrome,13,1.3927953,5.976518,Infectious Diseases & Oncology
microcephaly cervical spine fusion anomalies,12,3.442451,3.9006429,Immunology & Hematology
multiple mitochondrial dysfunctions syndrome,1,4.074279,0.0040796506,Genetic & Rare Diseases
pyridoxine-dependent epilepsy,12,4.547576,3.0867796,Immunology & Hematology
multifocal motor neuropathy,0,5.258682,4.873616,Genetic & Rare Diseases
postural orthostatic tachycardia syndrome,7,2.3423193,3.3164454,Genetic & Rare Diseases
spondylometaphyseal dysplasia with dentinogenesis imperfecta,12,2.8229375,1.7871218,Immunology & Hematology
lymphocytic infiltrate of jessner,12,2.0841918,2.3237433,Immunology & Hematology
pontocerebellar hypoplasia type 1,12,5.2182374,3.11513,Immunology & Hematology
limbic encephalitis,7,1.2556505,0.75587136,Genetic & Rare Diseases
microcystic adnexal carcinoma,7,3.0815425,0.973021,Genetic & Rare Diseases
charcot-marie-tooth disease type 1a,7,1.0614867,1.0625155,Genetic & Rare Diseases
aicardi-goutieres syndrome type 5,17,3.8667674,2.3077939,Neurology & Genetic Disorders
urea cycle disorders,12,3.0870535,2.2292478,Immunology & Hematology
juvenile ossifying fibroma,1,3.6669242,0.95736533,Genetic & Rare Diseases
epilepsy occipital calcifications,6,0.16072088,2.0856557,Neurology & Autonomic Disorders
febrile ulceronecrotic mucha-habermann disease,0,0.8332674,3.4261322,Genetic & Rare Diseases
chromosome 8q24.3 deletion syndrome,12,1.7471051,1.710064,Immunology & Hematology
dwarfism tall vertebrae,0,-0.0748366,3.4239821,Genetic & Rare Diseases
l-2-hydroxyglutaric aciduria,17,5.1194634,1.1012523,Neurology & Genetic Disorders
fatal familial insomnia,12,2.6057997,2.6390128,Immunology & Hematology
oculocutaneous albinism,0,1.5285157,3.2294643,Genetic & Rare Diseases
"retinal degeneration with nanophthalmos, cystic macular degeneration, and angle closure glaucoma",1,4.30141,-0.05380413,Genetic & Rare Diseases
northern epilepsy,17,2.2259448,1.7657531,Neurology & Genetic Disorders
erythropoietic protoporphyria,0,0.5201728,2.326247,Genetic & Rare Diseases
"trigonobrachycephaly, bulbous bifid nose, micrognathia, and abnormalities of the hands and feet",1,3.3838274,-0.2880874,Genetic & Rare Diseases
x-linked lissencephaly with abnormal genitalia,7,1.0788221,1.1327065,Genetic & Rare Diseases
nijmegen breakage syndrome,1,4.15078,-0.006740248,Genetic & Rare Diseases
benign multicystic peritoneal mesothelioma,7,0.8689,1.174614,Genetic & Rare Diseases
microcephalic osteodysplastic primordial dwarfism type 2,11,3.2578094,2.8316042,Neurology & Movement Disorders
chromosome 6q25 microdeletion syndrome,12,2.2511263,3.6859767,Immunology & Hematology
notalgia paresthetica,0,0.89241326,3.66793,Genetic & Rare Diseases
preaxial polydactyly type 4,12,3.2724996,1.7248597,Immunology & Hematology
imperforate oropharynx-costo vetebral anomalies,13,0.538564,5.3148313,Infectious Diseases & Oncology
wt limb blood syndrome,7,0.84958327,1.164876,Genetic & Rare Diseases
mousa al din al nassar syndrome,12,2.6433632,1.7671733,Immunology & Hematology
enthesitis-related juvenile idiopathic arthritis,0,1.5644883,2.8875515,Genetic & Rare Diseases
pyruvate kinase deficiency,10,2.2352667,5.5136657,Pediatrics & Developmental Disorders
charcot-marie-tooth disease type 1d,6,0.20043138,1.9284223,Neurology & Autonomic Disorders
hyperlipoproteinemia type 4,12,2.986919,1.2908558,Immunology & Hematology
localized scleroderma,12,2.6649797,5.5043564,Immunology & Hematology
infantile-onset ascending hereditary spastic paralysis,12,2.2226903,1.8477566,Immunology & Hematology
methylcobalamin deficiency cbl g type,12,2.1773825,2.4597707,Immunology & Hematology
malignant peripheral nerve sheath tumor,6,0.0066681365,2.4873462,Neurology & Autonomic Disorders
glomerulopathy with fibronectin deposits 2,12,1.0661597,1.7341145,Immunology & Hematology
diffuse cutaneous systemic sclerosis,7,1.5097096,0.7565441,Genetic & Rare Diseases
ichthyosis bullosa of siemens,1,4.141131,-0.085676886,Genetic & Rare Diseases
stevens-johnson syndrome,12,1.546255,2.085452,Immunology & Hematology
itch e3 ubiquitin ligase deficiency,1,5.4781046,0.40996534,Genetic & Rare Diseases
denys-drash syndrome,15,4.6271205,5.674795,Metabolic & Kidney Disorders
"total hypotrichosis, mari type",8,6.431092,1.160681,General Medicine & Common Conditions
ulna hypoplasia with mental retardation,13,1.0286245,5.319381,Infectious Diseases & Oncology
dermoids of cornea,9,3.5777004,6.7051673,Genetic & Rare Diseases
"acrocallosal syndrome, schinzel type",3,7.3242702,4.3538113,General Medicine & Mixed Conditions
"early-onset, autosomal dominant alzheimer disease",9,5.919547,7.9181633,Genetic & Rare Diseases
"pachygyria, frontotemporal",16,3.1092825,5.7107472,Gastroenterology & Infectious Diseases
muscle eye brain disease,4,6.713577,3.1556737,Genetic & Rare Diseases
uncombable hair syndrome,0,3.8791747,3.883875,Genetic & Rare Diseases
hyperinsulinemic hypoglycemia familial 3,11,2.9325836,5.8553715,Neurology & Movement Disorders
"craniometaphyseal dysplasia, autosomal recessive type",8,6.049743,-0.31580025,General Medicine & Common Conditions
lassueur-graham-little syndrome,15,3.7788992,4.89645,Metabolic & Kidney Disorders
dihydrolipoamide dehydrogenase deficiency,8,6.120909,-0.18628618,General Medicine & Common Conditions
"prosopagnosia, hereditary",16,4.975081,6.6457906,Gastroenterology & Infectious Diseases
retinal cone dystrophy 3a,15,4.7348866,5.008632,Metabolic & Kidney Disorders
microcephaly pontocerebellar hypoplasia dyskinesia,8,6.328866,1.5248473,General Medicine & Common Conditions
kuskokwim disease,2,2.5820096,7.9449944,Neurology & Neuromuscular Disorders
sjogren-larsson-like syndrome,2,4.9068017,6.3008804,Neurology & Neuromuscular Disorders
"dystonia 6, torsion",2,7.6849575,4.8669,Neurology & Neuromuscular Disorders
hyperparathyroidism-jaw tumor syndrome,3,6.2070203,5.2610016,General Medicine & Mixed Conditions
loin pain hematuria syndrome,6,3.489088,4.5709634,Neurology & Autonomic Disorders
cataract congenital volkmann type,15,4.943826,4.6849613,Metabolic & Kidney Disorders
schimke x-linked mental retardation syndrome,0,3.8316414,3.6116369,Genetic & Rare Diseases
primary familial brain calcification,8,6.636532,1.2424824,General Medicine & Common Conditions
fibromuscular dysplasia,2,4.7193007,4.2816887,Neurology & Neuromuscular Disorders
juvenile dermatomyositis,10,4.3353252,4.062648,Pediatrics & Developmental Disorders
trigeminal trophic syndrome,9,3.8543854,6.1330566,Genetic & Rare Diseases
pigmented purpuric eruption,16,6.958513,3.7998753,Gastroenterology & Infectious Diseases
goldenhar disease,2,4.2957153,6.040445,Neurology & Neuromuscular Disorders
"megalencephaly, polymicrogyria, and hydrocephalus (mpph) syndrome",2,2.6446235,7.9597864,Neurology & Neuromuscular Disorders
kallmann syndrome 5,15,4.284941,4.2747774,Metabolic & Kidney Disorders
lesch nyhan syndrome,15,4.9744244,4.3160663,Metabolic & Kidney Disorders
hamanishi ueba tsuji syndrome,15,4.718257,4.9178505,Metabolic & Kidney Disorders
neurofibromatosis-noonan syndrome,2,3.7380512,7.85952,Neurology & Neuromuscular Disorders
congenital hypothyroidism,11,5.414233,1.7233984,Neurology & Movement Disorders
18 hydroxylase deficiency,15,4.0961523,5.0727706,Metabolic & Kidney Disorders
poikiloderma with neutropenia,5,4.6137943,2.80993,Nephrology & Rheumatology
lethal short limb skeletal dysplasia al gazali type,8,5.84354,0.32686225,General Medicine & Common Conditions
kbg syndrome,16,1.5476462,4.567767,Gastroenterology & Infectious Diseases
bifid nose with or without anorectal and renal anomalies,14,9.038982,4.451596,Miscellaneous & Ethics
larsen-like syndrome,8,6.104716,0.03112575,General Medicine & Common Conditions
chromosome 15q deletion,15,3.2072346,4.463059,Metabolic & Kidney Disorders
reynolds syndrome,15,4.0276423,5.353728,Metabolic & Kidney Disorders
pineal cyst,9,5.284397,7.879208,Genetic & Rare Diseases
"arthrogryposis, distal, type 2e",4,6.6873393,3.123211,Genetic & Rare Diseases
otofaciocervical syndrome,4,5.7496853,4.5407114,Genetic & Rare Diseases
punctate palmoplantar keratoderma type i,5,4.5342383,5.1459713,Nephrology & Rheumatology
childhood ovarian cancer,13,0.9959571,5.9115596,Infectious Diseases & Oncology
lissencephaly x-linked,15,3.9932673,4.142155,Metabolic & Kidney Disorders
hydrolethalus syndrome,0,0.4856335,3.436761,Genetic & Rare Diseases
pediatric ulcerative colitis,16,5.234725,5.2508135,Gastroenterology & Infectious Diseases
gilbert syndrome,16,6.320495,3.8019593,Gastroenterology & Infectious Diseases
immunodeficiency with hyper igm type 2,15,4.334381,4.837776,Metabolic & Kidney Disorders
annular atrophic lichen planus,0,3.0777628,3.7804427,Genetic & Rare Diseases
5q14.3 microdeletion syndrome,8,2.999814,0.9398219,General Medicine & Common Conditions
bilateral perisylvian polymicrogyria,13,0.36179984,5.1235633,Infectious Diseases & Oncology
x-linked charcot-marie-tooth disease type 1,11,3.8211298,3.0565374,Neurology & Movement Disorders
hypomandibular faciocranial dysostosis,12,4.4311395,3.2594311,Immunology & Hematology
"progeroid syndrome, penttinen type",11,4.1320767,1.8905973,Neurology & Movement Disorders
prosthetic joint infection,10,7.6797094,6.163321,Pediatrics & Developmental Disorders
myoclonic epilepsy with ragged red fibers,10,3.501986,6.6346226,Pediatrics & Developmental Disorders
myotonic dystrophy,15,5.0655913,4.528217,Metabolic & Kidney Disorders
antecubital pterygium,8,6.4465227,1.1218684,General Medicine & Common Conditions
spinocerebellar ataxia 11,8,5.425578,1.2464619,General Medicine & Common Conditions
mesomelic dysplasia kantaputra type,8,5.007948,7.8436522,General Medicine & Common Conditions
metaphyseal acroscyphodysplasia,5,3.711322,4.0498204,Nephrology & Rheumatology
chromosome 2q deletion,9,3.0810347,5.721594,Genetic & Rare Diseases
familial encephalopathy with neuroserpin inclusion bodies,3,7.318416,4.6660843,General Medicine & Mixed Conditions
idiopathic inflammatory myopathy,11,3.7108076,2.2091923,Neurology & Movement Disorders
familial atrial fibrillation,8,6.5898333,0.7988148,General Medicine & Common Conditions
teebi naguib al awadi syndrome,1,5.1999516,0.5009775,Genetic & Rare Diseases
hereditary mucoepithelial dysplasia,9,3.8123507,6.3786535,Genetic & Rare Diseases
gastrocutaneous syndrome,2,2.605923,7.842584,Neurology & Neuromuscular Disorders
charcot-marie-tooth disease type 1e,8,5.514425,1.5295832,General Medicine & Common Conditions
microphthalmia microtia fetal akinesia,8,6.135014,-0.27114153,General Medicine & Common Conditions
diamond-blackfan anemia 3,15,4.6013975,4.9132185,Metabolic & Kidney Disorders
eales disease,3,5.5505915,2.9522953,General Medicine & Mixed Conditions
pseudodiastrophic dysplasia,2,-0.39689225,4.5647116,Neurology & Neuromuscular Disorders
aromatic l-amino acid decarboxylase deficiency,15,4.5623207,4.8304524,Metabolic & Kidney Disorders
"craniosynostosis, anal anomalies, and porokeratosis",2,5.0834193,6.2389455,Neurology & Neuromuscular Disorders
familial isolated hyperparathyroidism,15,4.0018673,5.37532,Metabolic & Kidney Disorders
chromosome 19q13.11 deletion syndrome,2,2.680136,7.107612,Neurology & Neuromuscular Disorders
scalp ear nipple syndrome,6,2.648707,6.91971,Neurology & Autonomic Disorders
dominant dystrophic epidermolysis bullosa,3,5.0744705,3.4765065,General Medicine & Mixed Conditions
griscelli syndrome,3,7.423588,5.2799335,General Medicine & Mixed Conditions
renal tubular dysgenesis,4,5.8637247,3.5316243,Genetic & Rare Diseases
primary carnitine deficiency,8,5.975038,1.2005166,General Medicine & Common Conditions
pure autonomic failure,2,2.6154299,7.7840714,Neurology & Neuromuscular Disorders
hereditary spherocytosis,15,4.215708,5.325008,Metabolic & Kidney Disorders
hyperprolinemia type 2,15,6.161891,2.3713255,Metabolic & Kidney Disorders
axenfeld-rieger syndrome type 2,3,5.656349,3.6025007,General Medicine & Mixed Conditions
keratoconus posticus circumscriptus,15,4.065423,4.7650647,Metabolic & Kidney Disorders
wittwer syndrome,3,6.711338,5.117953,General Medicine & Mixed Conditions
familial juvenile hyperuricaemic nephropathy,12,2.5235631,1.8996856,Immunology & Hematology
x-linked charcot-marie-tooth disease type 2,8,5.7769976,0.8531862,General Medicine & Common Conditions
weill-marchesani syndrome,15,5.542109,3.9169536,Metabolic & Kidney Disorders
long qt syndrome 3,9,3.2041943,6.509576,Genetic & Rare Diseases
lowry wood syndrome,2,3.6227372,7.4239454,Neurology & Neuromuscular Disorders
diffuse idiopathic pulmonary neuroendocrine cell hyperplasia,9,6.791717,7.9907637,Genetic & Rare Diseases
multiple epiphyseal dysplasia 3,11,1.5260041,4.485706,Neurology & Movement Disorders
spondyloepiphyseal dysplasia congenita,2,2.5609622,7.824896,Neurology & Neuromuscular Disorders
acromesomelic dysplasia maroteaux type,9,3.5421968,6.690453,Genetic & Rare Diseases
anencephaly and spina bifida x-linked,0,1.9120247,5.94781,Genetic & Rare Diseases
embryonal carcinoma,5,4.687691,1.5621297,Nephrology & Rheumatology
chromosome 1q41-q42 deletion syndrome,16,7.016227,4.346811,Gastroenterology & Infectious Diseases
carnosinemia,0,1.2184961,2.2114303,Genetic & Rare Diseases
talonavicular coalition,10,5.0949006,6.480805,Pediatrics & Developmental Disorders
microtia-anotia,14,8.954074,4.4676476,Miscellaneous & Ethics
"arthrogryposis, distal, with hypopituitarism, intellectual disability and facial anomalies",10,3.2514606,6.9228234,Pediatrics & Developmental Disorders
cataract-microcephaly-failure to thrive-kyphoscoliosis,0,1.5081767,3.0081563,Genetic & Rare Diseases
cleft palate short stature vertebral anomalies,0,3.1665869,3.867606,Genetic & Rare Diseases
klippel feil syndrome,13,-0.2918423,4.0490313,Infectious Diseases & Oncology
ichthyosis cheek eyebrow syndrome,2,4.764165,5.827645,Neurology & Neuromuscular Disorders
inflammatory breast cancer,4,6.3776097,3.6105452,Genetic & Rare Diseases
waardenburg syndrome type 2b,3,7.3184433,5.2359514,General Medicine & Mixed Conditions
hepatic encephalopathy,2,2.7126687,7.9262686,Neurology & Neuromuscular Disorders
c1q deficiency,15,4.7115674,5.793063,Metabolic & Kidney Disorders
histiocytosis-lymphadenopathy plus syndrome,8,6.482679,1.2679797,General Medicine & Common Conditions
waardenburg syndrome,3,5.802289,4.035902,General Medicine & Mixed Conditions
"cataract, total congenital",15,4.162818,5.065231,Metabolic & Kidney Disorders
acatalasemia,15,4.3729987,4.76387,Metabolic & Kidney Disorders
aceruloplasminemia,1,5.9495926,-0.3214029,Genetic & Rare Diseases
pili torti developmental delay neurological abnormalities,12,2.6042242,5.716542,Immunology & Hematology
tiglic acidemia,15,4.0296717,4.436422,Metabolic & Kidney Disorders
liddle syndrome,5,4.7658353,2.3773677,Nephrology & Rheumatology
"paralysis agitans, juvenile, of hunt",8,5.7392697,0.65362126,General Medicine & Common Conditions
partial agenesis of corpus callosum,4,8.23703,3.410562,Genetic & Rare Diseases
17q23.1q23.2 microdeletion syndrome,11,1.6919106,6.3764744,Neurology & Movement Disorders
glycogen storage disease type 4,3,7.3942046,5.2879343,General Medicine & Mixed Conditions
gollop coates syndrome,5,4.637484,1.5639498,Nephrology & Rheumatology
antley bixler syndrome,15,4.9224997,4.6344604,Metabolic & Kidney Disorders
nephrogenic diabetes insipidus,16,7.4281,3.8008583,Gastroenterology & Infectious Diseases
left ventricular noncompaction,8,6.1496034,1.5348233,General Medicine & Common Conditions
waardenburg syndrome type 2a,8,6.032565,0.35773984,General Medicine & Common Conditions
spinocerebellar ataxia 3,8,5.8965626,0.64121586,General Medicine & Common Conditions
koolen de vries syndrome,15,5.054903,4.8206925,Metabolic & Kidney Disorders
beardwell syndrome,15,4.3889203,4.8726826,Metabolic & Kidney Disorders
immunotactoid glomerulopathy,3,3.7439241,2.9508467,General Medicine & Mixed Conditions
parasites - ascariasis,13,-0.21406025,3.443591,Infectious Diseases & Oncology
ehrlichiosis,1,4.8091283,0.03415025,Genetic & Rare Diseases
"parasites - lice - pubic ""crab"" lice",11,2.633737,2.799948,Neurology & Movement Disorders
parasites - enterobiasis (also known as pinworm infection),15,5.1060247,6.2487326,Metabolic & Kidney Disorders
omsk hemorrhagic fever (ohf),8,5.688529,1.2220223,General Medicine & Common Conditions
parasites - american trypanosomiasis (also known as chagas disease),15,1.5958599,4.523442,Metabolic & Kidney Disorders
parasites - angiostrongyliasis (also known as angiostrongylus infection),9,5.938307,8.101225,Genetic & Rare Diseases
hantavirus,5,4.665052,3.1249452,Nephrology & Rheumatology
parasites - lice - body lice,6,3.1373954,4.746527,Neurology & Autonomic Disorders
parasites - cyclosporiasis (cyclospora infection),10,7.8617005,5.5077744,Pediatrics & Developmental Disorders
parasites - toxocariasis (also known as roundworm infection),9,4.2836976,5.6980786,Genetic & Rare Diseases
marine toxins,9,6.8113093,7.938759,Genetic & Rare Diseases
chapare hemorrhagic fever (chhf),3,7.1462584,4.480046,General Medicine & Mixed Conditions
parasites - zoonotic hookworm,8,5.642441,-0.091397665,General Medicine & Common Conditions
parasites - babesiosis,9,3.1949034,6.3959723,Genetic & Rare Diseases
parasites - fascioliasis (fasciola infection),17,5.473768,3.01603,Neurology & Genetic Disorders
parasites - cysticercosis,15,4.548398,5.6932797,Metabolic & Kidney Disorders
tuberculosis (tb),0,3.8068483,4.2523594,Genetic & Rare Diseases
parasites - trichinellosis (also known as trichinosis),5,-1.7025594,0.5498685,Nephrology & Rheumatology
rocky mountain spotted fever (rmsf),2,3.7094116,7.8225985,Neurology & Neuromuscular Disorders
acanthamoeba - granulomatous amebic encephalitis (gae); keratitis,15,3.927711,4.9782257,Metabolic & Kidney Disorders
parasites - scabies,15,5.1179285,4.6871166,Metabolic & Kidney Disorders
parasites - trichuriasis (also known as whipworm infection),3,4.2356925,5.5447807,General Medicine & Mixed Conditions
anaplasmosis,15,5.0494604,5.337504,Metabolic & Kidney Disorders
alkhurma hemorrhagic fever (ahf),14,5.0382524,6.081495,Miscellaneous & Ethics
parasites - leishmaniasis,15,4.6767488,5.5803165,Metabolic & Kidney Disorders
parasites - african trypanosomiasis (also known as sleeping sickness),13,1.1846982,5.915717,Infectious Diseases & Oncology
crimean-congo hemorrhagic fever (cchf),14,8.905411,4.5462914,Miscellaneous & Ethics
parasites - baylisascaris infection,0,3.8053033,1.7650176,Genetic & Rare Diseases
yellow fever vaccination,10,4.41222,6.9603295,Pediatrics & Developmental Disorders
chronic fatigue syndrome (cfs),15,5.106932,4.7883544,Metabolic & Kidney Disorders
eastern equine encephalitis,15,5.2139587,4.836016,Metabolic & Kidney Disorders
typhoid fever,9,5.517489,7.4856606,Genetic & Rare Diseases
kyasanur forest disease (kfd),0,1.2194333,3.0828624,Genetic & Rare Diseases
parasites - echinococcosis,10,6.8928633,6.8340697,Pediatrics & Developmental Disorders
parasites - loiasis,10,5.112869,5.3588734,Pediatrics & Developmental Disorders
parasites - paragonimiasis (also known as paragonimus infection),10,5.23603,2.2733011,Pediatrics & Developmental Disorders
marburg hemorrhagic fever (marburg hf),9,4.036772,5.5809684,Genetic & Rare Diseases
parasites - lymphatic filariasis,15,1.9783264,5.961018,Metabolic & Kidney Disorders
parasites - schistosomiasis,9,3.9313464,6.1319757,Genetic & Rare Diseases
parasites - lice - head lice,0,2.905339,3.5580497,Genetic & Rare Diseases
yersinia,15,3.874083,4.5749927,Metabolic & Kidney Disorders
parasites - taeniasis,2,3.758252,7.4368086,Neurology & Neuromuscular Disorders
parasites - hookworm,15,5.087554,6.24395,Metabolic & Kidney Disorders
lymphocytic choriomeningitis (lcm),8,4.9772263,0.5023235,General Medicine & Common Conditions
2009 h1n1 flu,2,6.348332,5.547405,Neurology & Neuromuscular Disorders
lujo hemorrhagic fever (luhf),4,5.991921,4.486198,Genetic & Rare Diseases
parasites - toxoplasmosis (toxoplasma infection),8,6.795196,0.28567085,General Medicine & Common Conditions
acinetobacter in healthcare settings,15,4.028306,4.5888147,Metabolic & Kidney Disorders
hendra virus disease (hev),6,3.4427218,4.0413384,Neurology & Autonomic Disorders
varicella (chickenpox) vaccination,8,7.6447196,0.32608542,General Medicine & Common Conditions
immune thrombocytopenia,15,4.1396427,5.4915447,Metabolic & Kidney Disorders
pernicious anemia,2,2.6429813,7.7741175,Neurology & Neuromuscular Disorders
holes in the heart,15,4.2842255,5.4697323,Metabolic & Kidney Disorders
antiphospholipid antibody syndrome,13,0.005756216,5.209571,Infectious Diseases & Oncology
coronary heart disease risk factors,8,7.0076036,0.8711353,General Medicine & Common Conditions
disseminated intravascular coagulation,11,4.5395894,7.4387693,Neurology & Movement Disorders
coronary microvascular disease,15,4.8360343,4.4031954,Metabolic & Kidney Disorders
sleep deprivation and deficiency,2,2.5779893,7.778122,Neurology & Neuromuscular Disorders
ards,16,6.7014403,3.7691605,Gastroenterology & Infectious Diseases
bronchitis,15,5.1559386,4.6218286,Metabolic & Kidney Disorders
broken heart syndrome,15,8.012692,3.981791,Metabolic & Kidney Disorders
bronchiectasis,5,6.238234,2.9086185,Nephrology & Rheumatology
childhood interstitial lung disease,11,4.06555,1.8118355,Neurology & Movement Disorders
pleurisy and other pleural disorders,8,6.0206933,0.13066521,General Medicine & Common Conditions
thrombocytopenia,15,3.8676589,3.995106,Metabolic & Kidney Disorders
peripheral artery disease,15,4.886765,4.839652,Metabolic & Kidney Disorders
smoking and your heart,1,3.450999,0.26033032,Genetic & Rare Diseases
thrombocythemia and thrombocytosis,13,0.61079216,5.1710997,Infectious Diseases & Oncology
thrombotic thrombocytopenic purpura,10,4.5180435,7.298115,Pediatrics & Developmental Disorders
sickle cell disease,1,5.7588835,0.45322716,Genetic & Rare Diseases
primary ciliary dyskinesia,3,7.162476,5.5300026,General Medicine & Mixed Conditions
bronchopulmonary dysplasia,4,4.692662,2.2033875,Genetic & Rare Diseases
coronary heart disease,1,5.809291,0.20338845,Genetic & Rare Diseases
patent ductus arteriosus,7,4.7844834,4.2479715,Genetic & Rare Diseases
heart valve disease,9,4.0042467,6.1595106,Genetic & Rare Diseases
hypotension,8,6.6707444,0.5475284,General Medicine & Common Conditions
heart block,2,2.670044,7.7135587,Neurology & Neuromuscular Disorders
sudden cardiac arrest,14,8.060163,4.494612,Miscellaneous & Ethics
electrocardiogram,8,4.1036973,3.5065198,General Medicine & Common Conditions
pericarditis,15,3.9312909,5.0253186,Metabolic & Kidney Disorders
asbestos-related lung diseases,3,6.765887,5.2445774,General Medicine & Mixed Conditions
idiopathic pulmonary fibrosis,0,6.602069,7.4800334,Genetic & Rare Diseases
overweight and obesity,15,4.01912,4.3624897,Metabolic & Kidney Disorders
iron-deficiency anemia,6,2.9627378,4.562408,Neurology & Autonomic Disorders
heart murmur,8,5.1732373,0.72611177,General Medicine & Common Conditions
heart palpitations,15,4.957407,4.8548083,Metabolic & Kidney Disorders
thalassemias,15,4.562718,4.989064,Metabolic & Kidney Disorders
hemolytic anemia,5,4.747824,3.5053127,Nephrology & Rheumatology
hypersensitivity pneumonitis,3,6.2992496,5.1868677,General Medicine & Mixed Conditions
cardiogenic shock,11,1.3134059,6.792418,Neurology & Movement Disorders
aneurysm,3,5.7692494,3.960082,General Medicine & Mixed Conditions
respiratory distress syndrome,3,7.423269,5.244793,General Medicine & Mixed Conditions
obesity hypoventilation syndrome,8,6.4987383,1.1976691,General Medicine & Common Conditions
glossopharyngeal neuralgia,8,5.8208213,1.0320075,General Medicine & Common Conditions
arteriovenous malformation,5,4.660175,2.173391,Nephrology & Rheumatology
myotonia,3,4.8033595,2.860932,General Medicine & Mixed Conditions
locked-in syndrome,15,4.9327736,5.3750443,Metabolic & Kidney Disorders
arachnoid cysts,13,0.7323535,5.496413,Infectious Diseases & Oncology
congenital myasthenia,8,6.087958,0.49361295,General Medicine & Common Conditions
neuromyelitis optica,2,6.3485737,5.6148357,Neurology & Neuromuscular Disorders
cerebral hypoxia,8,5.841978,1.3465852,General Medicine & Common Conditions
paresthesia,0,4.0080776,3.6049585,Genetic & Rare Diseases
hereditary neuropathies,8,5.7637606,0.6352752,General Medicine & Common Conditions
infantile refsum disease,13,0.3931648,6.068199,Infectious Diseases & Oncology
thyrotoxic myopathy,2,4.970677,6.15388,Neurology & Neuromuscular Disorders
kleine-levin syndrome,3,5.6024528,4.3386555,General Medicine & Mixed Conditions
hypersomnia,15,4.903711,4.6615505,Metabolic & Kidney Disorders
corticobasal degeneration,8,5.826077,0.3521662,General Medicine & Common Conditions
dysautonomia,0,4.1109014,5.5384808,Genetic & Rare Diseases
transmissible spongiform encephalopathies,9,4.010491,6.131138,Genetic & Rare Diseases
orthostatic hypotension,8,5.507145,0.2265601,General Medicine & Common Conditions
spinal cord infarction,5,4.679138,3.5965889,Nephrology & Rheumatology
acid lipase disease,16,5.82195,3.680957,Gastroenterology & Infectious Diseases
erb-duchenne and dejerine-klumpke palsies,15,3.5246725,6.687271,Metabolic & Kidney Disorders
canavan disease,8,5.823324,1.5960408,General Medicine & Common Conditions
craniosynostosis,8,6.53758,-0.03184752,General Medicine & Common Conditions
wallenberg's syndrome,10,2.45408,5.7675934,Pediatrics & Developmental Disorders
acute disseminated encephalomyelitis,15,7.775066,6.297876,Metabolic & Kidney Disorders
multiple system atrophy with orthostatic hypotension,12,5.7556157,1.571628,Immunology & Hematology
spasticity,2,2.6723294,7.816977,Neurology & Neuromuscular Disorders
paroxysmal choreoathetosis,2,3.635636,6.7666516,Neurology & Neuromuscular Disorders
refsum disease,6,1.0771295,6.553959,Neurology & Autonomic Disorders
foot drop,2,2.7332585,7.785097,Neurology & Neuromuscular Disorders
alpers' disease,5,4.8678255,3.4191706,Nephrology & Rheumatology
pseudotumor cerebri,15,4.404763,5.601078,Metabolic & Kidney Disorders
occipital neuralgia,8,6.08468,0.37078533,General Medicine & Common Conditions
febrile seizures,4,4.972405,6.6482506,Genetic & Rare Diseases
chorea,8,6.0308566,-0.07638912,General Medicine & Common Conditions
batten disease,14,8.613913,4.711519,Miscellaneous & Ethics
attention deficit-hyperactivity disorder,14,8.633387,4.6705933,Miscellaneous & Ethics
cavernous malformation,3,4.100891,5.9798403,General Medicine & Mixed Conditions
whiplash,8,5.624917,0.8385768,General Medicine & Common Conditions
meralgia paresthetica,9,3.7078018,5.843919,Genetic & Rare Diseases
piriformis syndrome,2,3.7129714,7.848426,Neurology & Neuromuscular Disorders
reye's syndrome,4,5.8355794,3.506153,Genetic & Rare Diseases
generalized gangliosidoses,8,5.6547194,0.09258903,General Medicine & Common Conditions
klver-bucy syndrome,15,4.045727,4.9912987,Metabolic & Kidney Disorders
neurological consequences of cytomegalovirus infection,15,4.2839484,5.259718,Metabolic & Kidney Disorders
neurological sequelae of lupus,5,5.0687814,3.509322,Nephrology & Rheumatology
