focus_area,cluster,umap_x,umap_y
chromosome 6q25 microdeletion syndrome,12,2.2511263,3.6859767
notalgia paresthetica,0,0.89241326,3.66793
preaxial polydactyly type 4,12,3.2724996,1.7248597
imperforate oropharynx-costo vetebral anomalies,13,0.538564,5.3148313
wt limb blood syndrome,7,0.84958327,1.164876
mousa al din al nassar syndrome,12,2.6433632,1.7671733
enthesitis-related juvenile idiopathic arthritis,0,1.5644883,2.8875515
pyruvate kinase deficiency,10,2.2352667,5.5136657
charcot-marie-tooth disease type 1d,6,0.20043138,1.9284223
hyperlipoproteinemia type 4,12,2.986919,1.2908558
localized scleroderma,12,2.6649797,5.5043564
infantile-onset ascending hereditary spastic paralysis,12,2.2226903,1.8477566
methylcobalamin deficiency cbl g type,12,2.1773825,2.4597707
malignant peripheral nerve sheath tumor,6,0.0066681365,2.4873462
glomerulopathy with fibronectin deposits 2,12,1.0661597,1.7341145
diffuse cutaneous systemic sclerosis,7,1.5097096,0.7565441
ichthyosis bullosa of siemens,1,4.141131,-0.085676886
stevens-johnson syndrome,12,1.546255,2.085452
itch e3 ubiquitin ligase deficiency,1,5.4781046,0.40996534
denys-drash syndrome,15,4.6271205,5.674795
"total hypotrichosis, mari type",8,6.431092,1.160681
ulna hypoplasia with mental retardation,13,1.0286245,5.319381
dermoids of cornea,9,3.5777004,6.7051673
"acrocallosal syndrome, schinzel type",3,7.3242702,4.3538113
"early-onset, autosomal dominant alzheimer disease",9,5.919547,7.9181633
"pachygyria, frontotemporal",16,3.1092825,5.7107472
muscle eye brain disease,4,6.713577,3.1556737
uncombable hair syndrome,0,3.8791747,3.883875
hyperinsulinemic hypoglycemia familial 3,11,2.9325836,5.8553715
"craniometaphyseal dysplasia, autosomal recessive type",8,6.049743,-0.31580025
lassueur-graham-little syndrome,15,3.7788992,4.89645
dihydrolipoamide dehydrogenase deficiency,8,6.120909,-0.18628618
"prosopagnosia, hereditary",16,4.975081,6.6457906
retinal cone dystrophy 3a,15,4.7348866,5.008632
microcephaly pontocerebellar hypoplasia dyskinesia,8,6.328866,1.5248473
kuskokwim disease,2,2.5820096,7.9449944
sjogren-larsson-like syndrome,2,4.9068017,6.3008804
"dystonia 6, torsion",2,7.6849575,4.8669
hyperparathyroidism-jaw tumor syndrome,3,6.2070203,5.2610016
loin pain hematuria syndrome,6,3.489088,4.5709634
cataract congenital volkmann type,15,4.943826,4.6849613
schimke x-linked mental retardation syndrome,0,3.8316414,3.6116369
primary familial brain calcification,8,6.636532,1.2424824
fibromuscular dysplasia,2,4.7193007,4.2816887
juvenile dermatomyositis,10,4.3353252,4.062648
trigeminal trophic syndrome,9,3.8543854,6.1330566
pigmented purpuric eruption,16,6.958513,3.7998753
goldenhar disease,2,4.2957153,6.040445
"megalencephaly, polymicrogyria, and hydrocephalus (mpph) syndrome",2,2.6446235,7.9597864
kallmann syndrome 5,15,4.284941,4.2747774
lesch nyhan syndrome,15,4.9744244,4.3160663
hamanishi ueba tsuji syndrome,15,4.718257,4.9178505
neurofibromatosis-noonan syndrome,2,3.7380512,7.85952
congenital hypothyroidism,11,5.414233,1.7233984
18 hydroxylase deficiency,15,4.0961523,5.0727706
poikiloderma with neutropenia,5,4.6137943,2.80993
lethal short limb skeletal dysplasia al gazali type,8,5.84354,0.32686225
kbg syndrome,16,1.5476462,4.567767
bifid nose with or without anorectal and renal anomalies,14,9.038982,4.451596
larsen-like syndrome,8,6.104716,0.03112575
chromosome 15q deletion,15,3.2072346,4.463059
reynolds syndrome,15,4.0276423,5.353728
pineal cyst,9,5.284397,7.879208
"arthrogryposis, distal, type 2e",4,6.6873393,3.123211
otofaciocervical syndrome,4,5.7496853,4.5407114
punctate palmoplantar keratoderma type i,5,4.5342383,5.1459713
childhood ovarian cancer,13,0.9959571,5.9115596
lissencephaly x-linked,15,3.9932673,4.142155
hydrolethalus syndrome,0,0.4856335,3.436761
pediatric ulcerative colitis,16,5.234725,5.2508135
gilbert syndrome,16,6.320495,3.8019593
immunodeficiency with hyper igm type 2,15,4.334381,4.837776
annular atrophic lichen planus,0,3.0777628,3.7804427
5q14.3 microdeletion syndrome,8,2.999814,0.9398219
bilateral perisylvian polymicrogyria,13,0.36179984,5.1235633
x-linked charcot-marie-tooth disease type 1,11,3.8211298,3.0565374
hypomandibular faciocranial dysostosis,12,4.4311395,3.2594311
"progeroid syndrome, penttinen type",11,4.1320767,1.8905973
prosthetic joint infection,10,7.6797094,6.163321
myoclonic epilepsy with ragged red fibers,10,3.501986,6.6346226
myotonic dystrophy,15,5.0655913,4.528217
antecubital pterygium,8,6.4465227,1.1218684
spinocerebellar ataxia 11,8,5.425578,1.2464619
mesomelic dysplasia kantaputra type,8,5.007948,7.8436522
metaphyseal acroscyphodysplasia,5,3.711322,4.0498204
chromosome 2q deletion,9,3.0810347,5.721594
familial encephalopathy with neuroserpin inclusion bodies,3,7.318416,4.6660843
idiopathic inflammatory myopathy,11,3.7108076,2.2091923
familial atrial fibrillation,8,6.5898333,0.7988148
teebi naguib al awadi syndrome,1,5.1999516,0.5009775
hereditary mucoepithelial dysplasia,9,3.8123507,6.3786535
gastrocutaneous syndrome,2,2.605923,7.842584
charcot-marie-tooth disease type 1e,8,5.514425,1.5295832
microphthalmia microtia fetal akinesia,8,6.135014,-0.27114153
diamond-blackfan anemia 3,15,4.6013975,4.9132185
eales disease,3,5.5505915,2.9522953
pseudodiastrophic dysplasia,2,-0.39689225,4.5647116
aromatic l-amino acid decarboxylase deficiency,15,4.5623207,4.8304524
"craniosynostosis, anal anomalies, and porokeratosis",2,5.0834193,6.2389455
familial isolated hyperparathyroidism,15,4.0018673,5.37532
chromosome 19q13.11 deletion syndrome,2,2.680136,7.107612
scalp ear nipple syndrome,6,2.648707,6.91971
dominant dystrophic epidermolysis bullosa,3,5.0744705,3.4765065
griscelli syndrome,3,7.423588,5.2799335
renal tubular dysgenesis,4,5.8637247,3.5316243
primary carnitine deficiency,8,5.975038,1.2005166
pure autonomic failure,2,2.6154299,7.7840714
hereditary spherocytosis,15,4.215708,5.325008
hyperprolinemia type 2,15,6.161891,2.3713255
axenfeld-rieger syndrome type 2,3,5.656349,3.6025007
keratoconus posticus circumscriptus,15,4.065423,4.7650647
wittwer syndrome,3,6.711338,5.117953
familial juvenile hyperuricaemic nephropathy,12,2.5235631,1.8996856
x-linked charcot-marie-tooth disease type 2,8,5.7769976,0.8531862
weill-marchesani syndrome,15,5.542109,3.9169536
long qt syndrome 3,9,3.2041943,6.509576
lowry wood syndrome,2,3.6227372,7.4239454
diffuse idiopathic pulmonary neuroendocrine cell hyperplasia,9,6.791717,7.9907637
multiple epiphyseal dysplasia 3,11,1.5260041,4.485706
spondyloepiphyseal dysplasia congenita,2,2.5609622,7.824896
acromesomelic dysplasia maroteaux type,9,3.5421968,6.690453
anencephaly and spina bifida x-linked,0,1.9120247,5.94781
embryonal carcinoma,5,4.687691,1.5621297
chromosome 1q41-q42 deletion syndrome,16,7.016227,4.346811
carnosinemia,0,1.2184961,2.2114303
talonavicular coalition,10,5.0949006,6.480805
microtia-anotia,14,8.954074,4.4676476
"arthrogryposis, distal, with hypopituitarism, intellectual disability and facial anomalies",10,3.2514606,6.9228234
cataract-microcephaly-failure to thrive-kyphoscoliosis,0,1.5081767,3.0081563
cleft palate short stature vertebral anomalies,0,3.1665869,3.867606
klippel feil syndrome,13,-0.2918423,4.0490313
ichthyosis cheek eyebrow syndrome,2,4.764165,5.827645
inflammatory breast cancer,4,6.3776097,3.6105452
waardenburg syndrome type 2b,3,7.3184433,5.2359514
hepatic encephalopathy,2,2.7126687,7.9262686
c1q deficiency,15,4.7115674,5.793063
histiocytosis-lymphadenopathy plus syndrome,8,6.482679,1.2679797
waardenburg syndrome,3,5.802289,4.035902
"cataract, total congenital",15,4.162818,5.065231
acatalasemia,15,4.3729987,4.76387
aceruloplasminemia,1,5.9495926,-0.3214029
pili torti developmental delay neurological abnormalities,12,2.6042242,5.716542
tiglic acidemia,15,4.0296717,4.436422
liddle syndrome,5,4.7658353,2.3773677
"paralysis agitans, juvenile, of hunt",8,5.7392697,0.65362126
partial agenesis of corpus callosum,4,8.23703,3.410562
17q23.1q23.2 microdeletion syndrome,11,1.6919106,6.3764744
glycogen storage disease type 4,3,7.3942046,5.2879343
gollop coates syndrome,5,4.637484,1.5639498
antley bixler syndrome,15,4.9224997,4.6344604
nephrogenic diabetes insipidus,16,7.4281,3.8008583
left ventricular noncompaction,8,6.1496034,1.5348233
waardenburg syndrome type 2a,8,6.032565,0.35773984
spinocerebellar ataxia 3,8,5.8965626,0.64121586
koolen de vries syndrome,15,5.054903,4.8206925
beardwell syndrome,15,4.3889203,4.8726826
immunotactoid glomerulopathy,3,3.7439241,2.9508467
parasites - ascariasis,13,-0.21406025,3.443591
ehrlichiosis,1,4.8091283,0.03415025
"parasites - lice - pubic ""crab"" lice",11,2.633737,2.799948
parasites - enterobiasis (also known as pinworm infection),15,5.1060247,6.2487326
omsk hemorrhagic fever (ohf),8,5.688529,1.2220223
parasites - american trypanosomiasis (also known as chagas disease),15,1.5958599,4.523442
parasites - angiostrongyliasis (also known as angiostrongylus infection),9,5.938307,8.101225
hantavirus,5,4.665052,3.1249452
parasites - lice - body lice,6,3.1373954,4.746527
parasites - cyclosporiasis (cyclospora infection),10,7.8617005,5.5077744
parasites - toxocariasis (also known as roundworm infection),9,4.2836976,5.6980786
marine toxins,9,6.8113093,7.938759
chapare hemorrhagic fever (chhf),3,7.1462584,4.480046
parasites - zoonotic hookworm,8,5.642441,-0.091397665
parasites - babesiosis,9,3.1949034,6.3959723
parasites - fascioliasis (fasciola infection),17,5.473768,3.01603
parasites - cysticercosis,15,4.548398,5.6932797
tuberculosis (tb),0,3.8068483,4.2523594
parasites - trichinellosis (also known as trichinosis),5,-1.7025594,0.5498685
rocky mountain spotted fever (rmsf),2,3.7094116,7.8225985
acanthamoeba - granulomatous amebic encephalitis (gae); keratitis,15,3.927711,4.9782257
parasites - scabies,15,5.1179285,4.6871166
parasites - trichuriasis (also known as whipworm infection),3,4.2356925,5.5447807
anaplasmosis,15,5.0494604,5.337504
alkhurma hemorrhagic fever (ahf),14,5.0382524,6.081495
parasites - leishmaniasis,15,4.6767488,5.5803165
parasites - african trypanosomiasis (also known as sleeping sickness),13,1.1846982,5.915717
crimean-congo hemorrhagic fever (cchf),14,8.905411,4.5462914
parasites - baylisascaris infection,0,3.8053033,1.7650176
yellow fever vaccination,10,4.41222,6.9603295
chronic fatigue syndrome (cfs),15,5.106932,4.7883544
eastern equine encephalitis,15,5.2139587,4.836016
typhoid fever,9,5.517489,7.4856606
kyasanur forest disease (kfd),0,1.2194333,3.0828624
parasites - echinococcosis,10,6.8928633,6.8340697
parasites - loiasis,10,5.112869,5.3588734
parasites - paragonimiasis (also known as paragonimus infection),10,5.23603,2.2733011
marburg hemorrhagic fever (marburg hf),9,4.036772,5.5809684
parasites - lymphatic filariasis,15,1.9783264,5.961018
parasites - schistosomiasis,9,3.9313464,6.1319757
parasites - lice - head lice,0,2.905339,3.5580497
yersinia,15,3.874083,4.5749927
parasites - taeniasis,2,3.758252,7.4368086
parasites - hookworm,15,5.087554,6.24395
lymphocytic choriomeningitis (lcm),8,4.9772263,0.5023235
2009 h1n1 flu,2,6.348332,5.547405
lujo hemorrhagic fever (luhf),4,5.991921,4.486198
parasites - toxoplasmosis (toxoplasma infection),8,6.795196,0.28567085
acinetobacter in healthcare settings,15,4.028306,4.5888147
hendra virus disease (hev),6,3.4427218,4.0413384
varicella (chickenpox) vaccination,8,7.6447196,0.32608542
immune thrombocytopenia,15,4.1396427,5.4915447
pernicious anemia,2,2.6429813,7.7741175
holes in the heart,15,4.2842255,5.4697323
antiphospholipid antibody syndrome,13,0.005756216,5.209571
coronary heart disease risk factors,8,7.0076036,0.8711353
disseminated intravascular coagulation,11,4.5395894,7.4387693
coronary microvascular disease,15,4.8360343,4.4031954
sleep deprivation and deficiency,2,2.5779893,7.778122
ards,16,6.7014403,3.7691605
bronchitis,15,5.1559386,4.6218286
broken heart syndrome,15,8.012692,3.981791
bronchiectasis,5,6.238234,2.9086185
childhood interstitial lung disease,11,4.06555,1.8118355
pleurisy and other pleural disorders,8,6.0206933,0.13066521
thrombocytopenia,15,3.8676589,3.995106
peripheral artery disease,15,4.886765,4.839652
smoking and your heart,1,3.450999,0.26033032
thrombocythemia and thrombocytosis,13,0.61079216,5.1710997
thrombotic thrombocytopenic purpura,10,4.5180435,7.298115
sickle cell disease,1,5.7588835,0.45322716
primary ciliary dyskinesia,3,7.162476,5.5300026
bronchopulmonary dysplasia,4,4.692662,2.2033875
coronary heart disease,1,5.809291,0.20338845
patent ductus arteriosus,7,4.7844834,4.2479715
heart valve disease,9,4.0042467,6.1595106
hypotension,8,6.6707444,0.5475284
heart block,2,2.670044,7.7135587
sudden cardiac arrest,14,8.060163,4.494612
electrocardiogram,8,4.1036973,3.5065198
pericarditis,15,3.9312909,5.0253186
asbestos-related lung diseases,3,6.765887,5.2445774
idiopathic pulmonary fibrosis,0,6.602069,7.4800334
overweight and obesity,15,4.01912,4.3624897
iron-deficiency anemia,6,2.9627378,4.562408
heart murmur,8,5.1732373,0.72611177
heart palpitations,15,4.957407,4.8548083
thalassemias,15,4.562718,4.989064
hemolytic anemia,5,4.747824,3.5053127
hypersensitivity pneumonitis,3,6.2992496,5.1868677
cardiogenic shock,11,1.3134059,6.792418
aneurysm,3,5.7692494,3.960082
respiratory distress syndrome,3,7.423269,5.244793
obesity hypoventilation syndrome,8,6.4987383,1.1976691
glossopharyngeal neuralgia,8,5.8208213,1.0320075
arteriovenous malformation,5,4.660175,2.173391
myotonia,3,4.8033595,2.860932
locked-in syndrome,15,4.9327736,5.3750443
arachnoid cysts,13,0.7323535,5.496413
congenital myasthenia,8,6.087958,0.49361295
neuromyelitis optica,2,6.3485737,5.6148357
cerebral hypoxia,8,5.841978,1.3465852
paresthesia,0,4.0080776,3.6049585
hereditary neuropathies,8,5.7637606,0.6352752
infantile refsum disease,13,0.3931648,6.068199
thyrotoxic myopathy,2,4.970677,6.15388
kleine-levin syndrome,3,5.6024528,4.3386555
hypersomnia,15,4.903711,4.6615505
corticobasal degeneration,8,5.826077,0.3521662
dysautonomia,0,4.1109014,5.5384808
transmissible spongiform encephalopathies,9,4.010491,6.131138
orthostatic hypotension,8,5.507145,0.2265601
spinal cord infarction,5,4.679138,3.5965889
acid lipase disease,16,5.82195,3.680957
erb-duchenne and dejerine-klumpke palsies,15,3.5246725,6.687271
canavan disease,8,5.823324,1.5960408
craniosynostosis,8,6.53758,-0.03184752
wallenberg's syndrome,10,2.45408,5.7675934
acute disseminated encephalomyelitis,15,7.775066,6.297876
multiple system atrophy with orthostatic hypotension,12,5.7556157,1.571628
spasticity,2,2.6723294,7.816977
paroxysmal choreoathetosis,2,3.635636,6.7666516
refsum disease,6,1.0771295,6.553959
foot drop,2,2.7332585,7.785097
alpers' disease,5,4.8678255,3.4191706
pseudotumor cerebri,15,4.404763,5.601078
occipital neuralgia,8,6.08468,0.37078533
febrile seizures,4,4.972405,6.6482506
chorea,8,6.0308566,-0.07638912
batten disease,14,8.613913,4.711519
attention deficit-hyperactivity disorder,14,8.633387,4.6705933
cavernous malformation,3,4.100891,5.9798403
whiplash,8,5.624917,0.8385768
meralgia paresthetica,9,3.7078018,5.843919
piriformis syndrome,2,3.7129714,7.848426
reye's syndrome,4,5.8355794,3.506153
generalized gangliosidoses,8,5.6547194,0.09258903
klver-bucy syndrome,15,4.045727,4.9912987
neurological consequences of cytomegalovirus infection,15,4.2839484,5.259718
neurological sequelae of lupus,5,5.0687814,3.509322
pervasive developmental disorders,3,7.4280195,5.2315392
normal pressure hydrocephalus,8,5.6433644,-0.040735003
striatonigral degeneration,12,1.7849734,2.3153956
cerebral aneurysms,9,3.2729,6.4040318
incontinentia pigmenti,0,2.9286537,2.4777973
diabetic neuropathy,9,4.0679855,6.666018
infantile spasms,3,3.2799096,2.253462
post-polio syndrome,2,3.777991,7.4483466
opsoclonus myoclonus,16,5.4359217,3.6673205
paraneoplastic syndromes,9,5.964328,7.952757
barth syndrome,0,6.1853595,1.5116969
developmental dyspraxia,2,2.8260653,7.966356
tropical spastic paraparesis,2,6.4233046,5.5978947
dysgraphia,15,4.6718826,5.5679364
inflammatory myopathies,10,4.6407924,4.586292
miller fisher syndrome,10,7.9892464,6.357
dementia with lewy bodies,9,3.995937,6.06882
todd's paralysis,2,5.1273303,6.28488
central cord syndrome,4,5.487021,3.6733239
ataxia,15,4.5700827,4.9906096
periventricular leukomalacia,8,6.4645624,0.8777831
congenital myopathy,6,5.470577,4.0927815
zellweger syndrome,6,3.3351653,4.7042966
whipple's disease,16,6.178429,4.1600566
hypotonia,2,3.7149496,7.838605
myoclonus,8,6.302946,0.2238656
aicardi-goutieres syndrome disorder,5,8.413422,4.7211556
encephaloceles,2,4.5404963,5.6978273
absence of the septum pellucidum,4,4.9446692,3.4460566
schilder's disease,16,5.8880243,4.583299
pinched nerve,5,4.844336,3.4082303
encephalopathy,15,6.9722037,4.029645
alternating hemiplegia,13,-0.1591053,6.400173
kuru,9,6.59952,7.99311
tabes dorsalis,9,4.0937047,6.472585
alexander disease,8,5.7684374,0.76859695
ohtahara syndrome,16,6.8390737,4.0800247
lissencephaly,8,5.9026256,0.9885518
lipoid proteinosis,0,4.5282154,1.8210588
parry-romberg,15,4.5413475,4.977846
adrenoleukodystrophy,10,4.6694946,7.556036
coffin lowry syndrome,13,0.6746616,5.456001
multi-infarct dementia,10,1.4696048,5.81652
sandhoff disease,16,2.5510907,5.813523
megalencephaly,16,-0.21088606,6.743822
hydromyelia,0,1.5272808,3.037824
vasculitis syndromes of the central and peripheral nervous systems,3,7.1035366,5.4037123
repetitive motion disorders,3,5.5263176,2.9007125
stiff-person syndrome,2,5.0776415,6.405745
apraxia,8,5.969365,0.27604818
guillain-barr syndrome,8,6.457031,0.7973454
isaacs' syndrome,15,4.516354,4.2547145
agnosia,3,5.3821597,3.4420671
neurosyphilis,9,6.0044813,7.9351354
fahr's syndrome,3,4.02322,3.1409512
sydenham chorea,3,7.62799,0.3185398
cephalic disorders,11,3.8507426,2.1970036
antiphospholipid syndrome,8,7.008248,0.87264985
machado-joseph disease,9,6.342436,7.98059
niemann-pick disease,9,4.0532136,6.183077
hemicrania continua,10,2.9063354,5.8162756
brain and spinal tumors,0,3.4551706,3.3168976
von hippel-lindau disease (vhl),7,2.2461033,1.1518168
myotonia congenita,8,6.0594406,-0.261068
tardive dyskinesia,15,5.3685727,4.186331
cerebral atrophy,8,1.6026734,4.4455123
benign essential blepharospasm,8,5.9323406,-0.16948175
rasmussen's encephalitis,2,3.32361,7.5964665
sjgren's syndrome,9,3.176357,6.484175
gerstmann's syndrome,3,7.108873,5.3991594
melkersson-rosenthal syndrome,8,5.953561,1.5927439
kearns-sayre syndrome,2,5.1115937,6.23249
myopathy,2,2.960521,7.841176
klippel-trenaunay syndrome (kts),11,4.306679,3.0644598
mucopolysaccharidoses,12,4.733872,0.5649522
chronic inflammatory demyelinating polyneuropathy (cidp),5,5.2804427,5.6890545
iniencephaly,8,5.8571496,1.4894619
autism,8,7.402048,0.27456796
leigh's disease,3,7.4380684,5.2225537
hypertonia,11,3.3773627,0.42275223
syncope,9,3.9289715,6.5951986
mitochondrial myopathy,8,5.3558836,1.2108182
aicardi syndrome,11,4.24227,2.0982502
holoprosencephaly,6,2.5225852,4.592662
hemifacial spasm,8,6.975026,0.1763529
learning disabilities,11,1.4442949,4.4572783
kennedy's disease,8,5.8675375,0.54755825
neurosarcoidosis,15,4.253645,6.9302645
neurodegeneration with brain iron accumulation,9,3.926708,6.1571903
agenesis of the corpus callosum,9,2.1696022,5.925979
neuroaxonal dystrophy,8,5.863077,-0.19626448
postural tachycardia syndrome,5,4.552051,2.4058716
mucolipidoses,2,3.734694,7.440692
subacute sclerosing panencephalitis,15,6.010811,4.526102
neuronal migration disorders,15,4.8677874,5.671979
neurological complications of aids,15,4.2645826,4.513908
familial periodic paralyses,9,7.811981,6.6515326
central pain syndrome,8,6.000312,1.5377942
sunct headache,10,5.8282294,-0.22347838
neurotoxicity,15,4.296219,5.449561
spinal cord injury,10,7.931145,6.487023
central pontine myelinolysis,0,5.1750975,1.633826
cerebro-oculo-facio-skeletal syndrome (cofs),15,4.076804,6.906627
prosopagnosia,9,3.4390798,6.0286975
shaken baby syndrome,14,8.952258,4.3829856
dyslexia,11,3.8180637,2.1401224
lesch-nyhan syndrome,3,7.3334017,5.322018
hereditary spastic paraplegia,7,4.9266624,1.7257053
tethered spinal cord syndrome,9,3.986289,5.7019773
peripheral neuropathy,15,3.795958,4.4454565
paroxysmal hemicrania,9,2.9665718,5.686347
motor neuron diseases,5,4.452462,1.9940964
lambert-eaton myasthenic syndrome,7,4.9605737,0.9360351
cerebellar hypoplasia,5,3.9759722,5.9827285
cerebral arteriosclerosis,3,7.45465,5.2208824
arachnoiditis,9,5.4443336,7.420445
pompe disease,15,6.413482,6.6020474
krabbe disease,11,0.47009444,4.1678815
meningitis and encephalitis,15,4.027716,4.1788397
deep brain stimulation for parkinson's disease,8,6.767322,0.8249109
tarlov cysts,15,3.6220524,4.5639877
transverse myelitis,3,4.7636414,2.310735
dystonias,8,7.026994,0.23198703
dandy-walker syndrome,16,6.7103863,3.856687
atrial fibrillation and stroke,4,6.2447014,3.7342207
brugada syndrome,8,6.8568473,0.19053017
north american indian childhood cirrhosis,10,6.6359057,2.1252913
infantile-onset spinocerebellar ataxia,0,1.6280172,3.0639062
succinyl-coa:3-ketoacid coa transferase deficiency,9,5.71929,7.7000012
hereditary neuropathy with liability to pressure palsies,5,4.850611,3.4384089
ocular albinism,15,5.153296,4.7989135
dolk-congenital disorder of glycosylation,10,4.461591,7.3401027
mucolipidosis iii gamma,4,8.173904,3.4758382
hutchinson-gilford progeria syndrome,2,3.7284844,7.854636
sporadic hemiplegic migraine,15,4.741483,5.493773
silver syndrome,14,8.696805,4.654484
methylmalonic acidemia,2,3.9256911,6.7943335
dilated cardiomyopathy with ataxia syndrome,8,6.6025677,1.0284513
hirschsprung disease,1,4.2118487,1.4970753
myd88 deficiency,9,6.0605793,7.9003105
marinesco-sjgren syndrome,5,4.9476676,3.4605525
5q minus syndrome,2,2.9986355,7.5127816
complement factor i deficiency,5,5.7960453,0.20702438
ren-related kidney disease,15,3.5313144,3.7548141
chronic atrial and intestinal dysrhythmia,9,6.57469,8.012046
fragile xe syndrome,2,-0.16664693,6.752243
sox2 anophthalmia syndrome,2,3.7211154,7.8566947
atopic dermatitis,10,5.2045126,2.1768222
hereditary sensory and autonomic neuropathy type ii,8,5.800848,1.3231071
microcephalic osteodysplastic primordial dwarfism type ii,11,1.1724566,3.0606804
mycosis fungoides,0,2.8064718,3.755292
essential pentosuria,15,4.564998,4.707291
familial hypobetalipoproteinemia,10,7.8798003,6.3699493
proopiomelanocortin deficiency,15,3.6628878,5.817522
fragile x-associated tremor/ataxia syndrome,10,4.603213,6.787847
x-linked chondrodysplasia punctata 1,8,4.170542,3.6810918
infantile neuronal ceroid lipofuscinosis,0,2.6506784,3.9874551
head and neck squamous cell carcinoma,3,4.6798606,4.9733963
deoxyguanosine kinase deficiency,0,4.231843,4.132161
"x-linked immunodeficiency with magnesium defect, epstein-barr virus infection, and neoplasia",5,4.3044796,1.9384408
xeroderma pigmentosum,9,3.9292371,6.086697
koolen-de vries syndrome,15,4.723296,4.9822526
sudden infant death with dysgenesis of the testes syndrome,1,5.7611775,-0.3144347
hereditary hemochromatosis,15,3.9785557,6.0528183
metatropic dysplasia,3,6.505401,4.9020295
beta-ureidopropionase deficiency,15,4.4153714,5.5181866
miyoshi myopathy,9,3.9318647,6.1336875
coats plus syndrome,1,5.8286395,0.2909975
duchenne and becker muscular dystrophy,1,3.4787297,-0.4669769
progressive pseudorheumatoid dysplasia,8,6.64058,0.5286143
juvenile hyaline fibromatosis,3,7.00406,5.415778
succinate-coa ligase deficiency,10,-0.17620355,6.7843056
lymphangioleiomyomatosis,16,5.9874277,4.495599
medullary cystic kidney disease type 1,2,7.7689443,6.386817
congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,8,7.074199,1.0410967
x-linked lymphoproliferative disease,5,4.915026,3.301453
lattice corneal dystrophy type i,6,2.5890079,4.614939
complete lcat deficiency,9,6.5846977,5.2864857
transthyretin amyloidosis,15,3.775019,5.7006683
caudal regression syndrome,2,4.3458395,5.896262
systemic lupus erythematosus,16,4.7994237,2.2668185
ataxia with vitamin e deficiency,10,7.935478,6.436087
mucolipidosis type iv,2,2.558165,7.9064846
wagner syndrome,10,2.1897388,5.5536623
cartilage-hair hypoplasia,15,6.0290966,4.753146
"t-cell immunodeficiency, congenital alopecia, and nail dystrophy",15,4.3446593,5.255157
allan-herndon-dudley syndrome,12,2.7185016,2.0043683
manitoba oculotrichoanal syndrome,15,4.6875153,5.595282
juvenile paget disease,15,5.1651425,4.8713746
autosomal recessive primary microcephaly,0,5.343052,1.2105765
shprintzen-goldberg syndrome,2,4.9746523,6.4320054
arrhythmogenic right ventricular cardiomyopathy,5,2.411124,4.5850077
malignant hyperthermia,1,4.1920285,5.207229
cryptogenic cirrhosis,3,5.5788665,3.0624206
glycogen storage disease type vii,3,7.664195,3.9612517
tyrosine hydroxylase deficiency,10,6.8082814,7.9972215
familial lipoprotein lipase deficiency,11,1.5844737,4.4798617
abdominal wall defect,15,5.6444387,4.791211
sialuria,6,3.563737,3.7125964
ichthyosis with confetti,15,4.935398,4.610379
emery-dreifuss muscular dystrophy,8,6.1208525,1.4029133
preeclampsia,16,-0.18629675,6.7940545
hypomyelination and congenital cataract,5,4.738036,2.2079382
familial acute myeloid leukemia with mutated cebpa,1,5.872756,0.15942809
gyrate atrophy of the choroid and retina,9,2.8890362,6.1891627
melnick-needles syndrome,13,2.7234964,5.7349806
perrault syndrome,5,4.8644643,3.319166
arterial tortuosity syndrome,8,5.4670634,1.2470794
leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation,6,3.0025074,4.9722075
autoimmune lymphoproliferative syndrome,15,4.1846914,4.16169
progressive external ophthalmoplegia,8,5.721406,0.21613543
glycogen storage disease type iv,3,7.0326085,4.363687
crouzonodermoskeletal syndrome,1,3.7258325,0.92583126
mcleod neuroacanthocytosis syndrome,0,5.001189,2.1015966
pulmonary veno-occlusive disease,8,7.711483,4.209427
neonatal onset multisystem inflammatory disease,16,0.6007133,7.0537157
color vision deficiency,9,3.9761796,5.9590125
esophageal atresia/tracheoesophageal fistula,9,3.2038517,6.4820743
epidermolytic hyperkeratosis,8,6.710298,-0.0161796
crouzon syndrome,8,6.125801,0.43271658
uromodulin-associated kidney disease,10,4.626736,4.448218
congenital fiber-type disproportion,15,2.970762,6.5085654
cant syndrome,10,7.999582,6.4365263
microphthalmia,15,4.056718,4.698814
y chromosome infertility,8,5.734371,-0.30830383
aspartylglucosaminuria,3,6.588126,5.221889
familial pityriasis rubra pilaris,8,5.8700156,1.2596147
hereditary paraganglioma-pheochromocytoma,5,4.453278,3.6671982
glycine encephalopathy,10,2.3323722,5.6944356
senior-lken syndrome,15,3.7360582,5.8689103
6q24-related transient neonatal diabetes mellitus,1,5.8740444,0.12292023
autosomal dominant hyper-ige syndrome,3,7.337227,5.268838
type 1 diabetes,16,6.41717,3.2133448
alveolar capillary dysplasia with misalignment of pulmonary veins,8,5.913458,-0.2685804
alstrm syndrome,8,5.80585,0.12754323
purine nucleoside phosphorylase deficiency,11,4.90459,0.56801915
hereditary cerebral amyloid angiopathy,14,8.877497,4.469469
renpenning syndrome,9,6.528229,7.927988
malignant migrating partial seizures of infancy,15,4.7298827,5.4509463
mpv17-related hepatocerebral mitochondrial dna depletion syndrome,2,6.2182097,-0.059568767
